ResponseId,StartDate,Finished,Duration_secs,Role_code,Role_label,Role_original,Tools_text,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_usage,Q22_openness_self,Q23_positive_effect,Q24_team_openness,Q25_difficulty,BirthYear,Age_2022,YrsAtOrigin,YrsInEnergy,Education_code,Education_ordinal,Education_label,Gender_code,Gender_label,domain_Data_Analytics,domain_Comm_Collab,domain_Safety_Security,domain_Ethics_Responsibility,domain_Digital_Innovation,domain_Coding
R_2QXxCg2jyoyXkkC,2022-12-05,1,435,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,1987,35,11.5,11.5,7,2,Trade/professional cert,2,Female,3.0,3.25,3.3333,2.3333,1.0,2.0
R_33klBZV3blQUy6M,2022-12-05,1,516,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint",2.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1985,37,4.0,15.0,3,4,Master's,1,Male,3.75,4.25,3.0,2.3333,2.0,3.0
R_urFbuoIXrLKaeqd,2022-12-05,1,659,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,,,10.0,20.0,3,4,Master's,1,Male,1.75,2.25,4.3333,3.3333,2.0,2.0
R_3PNrhGxKJJ7ix9X,2022-12-05,1,431,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,3.0,3.0,6.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1969,53,9.5,31.0,2,3,Bachelor's,2,Female,3.5,3.25,2.6667,3.0,3.3333,3.0
R_2XiivUCjWWdzgPF,2022-12-05,1,226,5,Digital/Data/Technology,Digital/Data/Technology,"Python or R,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,,,,5.0,5.0,4,5,Doctoral,2,Female,5.25,4.5,3.6667,3.3333,4.0,5.0
R_2pLcZF6rAwRTaXt,2022-12-05,1,386,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,,,,,6,,Prefer not to say,4,Prefer not to say,2.5,2.5,3.0,2.0,1.0,1.0
R_2D2LHndVYEKrKeZ,2022-12-05,1,335,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,1986,36,5.0,11.0,7,2,Trade/professional cert,1,Male,2.75,3.75,4.0,3.6667,3.0,1.0
R_a5mP7EfgeDHIdXj,2022-12-05,1,468,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,1968,54,,,3,4,Master's,2,Female,3.75,3.75,4.0,3.6667,3.6667,2.0
R_3m3NcCZFq7Ls0Ts,2022-12-05,1,286,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1988,34,0.2,12.0,2,3,Bachelor's,1,Male,3.5,3.75,2.6667,2.6667,3.3333,2.0
R_3I45UiSQHNlvVtn,2022-12-05,1,630,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",2.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1981,41,5.0,5.0,2,3,Bachelor's,2,Female,3.5,2.75,2.3333,2.6667,1.6667,2.0
R_3Is5MVnhtFpE0Dv,2022-12-05,1,1513,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",1.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,1988,34,1.0,5.0,2,3,Bachelor's,1,Male,3.25,4.0,4.0,2.0,1.6667,3.0
R_bKNXTVGHSoU6ThT,2022-12-05,1,371,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,1983,39,14.0,14.0,2,3,Bachelor's,2,Female,4.75,4.5,4.0,2.3333,3.0,1.0
R_2Xp4y4wngRmrZNi,2022-12-05,1,312,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,2.0,4.0,2.0,6.0,3.0,5.0,6.0,4.0,5.0,1.0,5.0,3.0,1.0,2.0,1.0,1974,48,4.0,4.0,2,3,Bachelor's,1,Male,6.0,4.5,2.6667,4.6667,5.0,1.0
R_1cSKssvTFOM3IUo,2022-12-05,1,2212,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,,,7.0,15.0,2,3,Bachelor's,2,Female,4.25,4.25,2.3333,1.6667,1.3333,2.0
R_2E6IgRyqdwzB8Vu,2022-12-05,1,412,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,1978,44,1.0,20.0,7,2,Trade/professional cert,1,Male,5.25,5.0,4.3333,3.6667,3.6667,3.0
R_3nGzxmWkMdENMAx,2022-12-05,1,589,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",4.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0,,1977,45,8.0,23.0,3,4,Master's,4,Prefer not to say,5.25,4.0,5.0,3.6667,3.6667,1.0
R_3qqlz5rgMvJrrug,2022-12-05,1,2766,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,,,0.167,4.0,3,4,Master's,2,Female,3.0,3.25,3.6667,4.6667,3.0,3.0
R_2AHhewno568VqXV,2022-12-05,1,559,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1989,33,1.0,10.0,2,3,Bachelor's,1,Male,3.25,3.0,3.3333,1.6667,2.0,2.0
R_qBZ0WmtcauV8DV7,2022-12-05,1,349,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint",2.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1983,39,12.0,15.0,2,3,Bachelor's,1,Male,3.25,3.5,3.0,2.0,2.0,2.0
R_4VDq9mrP4UhtYRj,2022-12-05,1,4493,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,6.0,6.0,5.0,6.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,1990,32,8.0,8.0,3,4,Master's,1,Male,4.5,4.0,5.6667,3.6667,3.6667,2.0
R_3MRnpKB0ep7BRZz,2022-12-05,1,458,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire",2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1963,59,9.0,30.0,7,2,Trade/professional cert,1,Male,1.5,1.75,2.3333,2.0,1.6667,1.0
R_BVwrte0nwAhIg2l,2022-12-05,1,386,6,Graduate,Other,"Microsoft Excel, Word, or PowerPoint,Other",3.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,1987,35,3.0,3.0,2,3,Bachelor's,2,Female,4.0,5.25,5.3333,3.3333,3.0,1.0
R_1qgn7LboCPeked2,2022-12-05,1,5222,6,Graduate,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,1982,40,2.5,2.5,5,,Other,2,Female,3.0,3.0,3.0,2.3333,2.0,1.0
R_29goxgNrrKEqlQU,2022-12-05,1,369,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1981,41,12.0,12.0,3,4,Master's,1,Male,3.0,3.0,3.0,3.6667,2.6667,1.0
R_6yTFNihHnvThecp,2022-12-05,1,263,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,1977,45,9.0,22.0,2,3,Bachelor's,1,Male,4.75,2.0,4.0,2.6667,2.3333,1.0
R_tYQ3s0VOH8mDdGV,2022-12-05,1,378,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,,,8.0,31.0,7,2,Trade/professional cert,2,Female,3.25,3.75,4.0,3.0,2.6667,1.0
R_5gumm5S1CLIXGAp,2022-12-05,1,2259,6,Graduate,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,1984,38,1.0,1.0,2,3,Bachelor's,2,Female,4.25,4.5,4.0,4.0,3.6667,2.0
R_3ps8jhLLDJV8j0F,2022-12-05,1,296,7,Other,Other,"Microsoft Excel, Word, or PowerPoint",3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1986,36,1.0,4.0,1,1,High school,2,Female,2.25,2.0,3.6667,4.0,2.0,1.0
R_3huLHTyplqh4mao,2022-12-05,1,381,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",3.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,1988,34,5.0,15.0,2,3,Bachelor's,1,Male,3.75,2.5,3.3333,2.6667,2.6667,3.0
R_Qhv0j2n7InlJQBP,2022-12-05,1,6648,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,4.0,1984,38,10.0,15.0,3,4,Master's,2,Female,3.25,3.5,4.3333,3.0,2.0,1.0
R_1GDeYW9RxlhVwZi,2022-12-05,1,288,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",2.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,1980,42,15.0,20.0,2,3,Bachelor's,1,Male,2.0,3.5,4.0,3.0,2.0,1.0
R_3PSGXpK0JtUlkxr,2022-12-05,1,508,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,1981,41,14.0,14.0,3,4,Master's,2,Female,3.75,3.25,2.3333,1.3333,2.0,1.0
R_3oZR01orcGv2lso,2022-12-05,1,463,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1978,44,11.0,11.0,7,2,Trade/professional cert,1,Male,1.25,1.5,3.0,1.6667,1.3333,1.0
R_1OPQKY0jN1zGKZc,2022-12-05,1,731,1,Field Operations,Field Operations,"Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,1988,34,3.0,12.0,7,2,Trade/professional cert,1,Male,3.0,4.0,4.0,3.3333,4.6667,2.0
R_2ro5VAbMWKh6uTZ,2022-12-05,1,266,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Python or R,Other",3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,1971,51,11.0,25.0,2,3,Bachelor's,1,Male,3.75,3.5,4.3333,4.0,4.0,2.0
R_BS6HYrMgP5nHsR3,2022-12-05,1,258,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",1.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,,,10.0,25.0,3,4,Master's,2,Female,3.0,3.0,3.3333,4.0,2.6667,2.0
R_Qge3TrAmBx7fGA9,2022-12-05,1,1015,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1973,49,9.0,20.0,3,4,Master's,1,Male,3.5,3.75,4.0,3.0,2.0,2.0
R_2wFEVrXvspsPOhf,2022-12-05,1,352,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,1958,64,15.0,34.0,1,1,High school,1,Male,2.25,2.0,2.3333,2.6667,1.0,1.0
R_1ghK1eW3SRZuyDq,2022-12-05,1,415,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1979,43,10.0,10.0,2,3,Bachelor's,2,Female,3.0,3.25,4.0,3.3333,2.3333,2.0
R_6Ea4Ehod3QfR2qB,2022-12-05,1,273,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,,,5.0,25.0,3,4,Master's,2,Female,1.0,1.0,3.0,1.6667,1.0,1.0
R_pa96hZrTHYQ0EN3,2022-12-06,1,2207,7,Other,Other,"Microsoft Excel, Word, or PowerPoint",1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,3.0,3.0,1981,41,10.0,10.0,1,1,High school,1,Male,1.0,2.75,3.6667,2.6667,3.0,1.0
R_3EsPmEjq6bHHOjU,2022-12-06,1,1024,6,Graduate,Engineer,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,1996,26,3.0,3.0,2,3,Bachelor's,1,Male,3.0,3.25,3.3333,2.6667,2.3333,3.0
R_1d3UCpMwJUsbywX,2022-12-05,1,27589,6,Graduate,Corporate,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",1.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,3.0,3.0,3,4,Master's,2,Female,2.0,3.0,2.3333,2.0,2.0,1.0
R_T7uMJ1FEH8fkcKt,2022-12-06,1,358,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1974,48,9.0,20.0,2,3,Bachelor's,1,Male,3.25,2.75,2.0,1.6667,2.3333,2.0
R_sLLykyHXb1Lz2et,2022-12-06,1,438,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1966,56,16.5,18.0,7,2,Trade/professional cert,1,Male,4.25,4.25,4.0,4.0,3.3333,2.0
R_VKhsyZfXFeouBXj,2022-11-29,0,439,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire",2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,2.5,3.0,3.0,3.0,,
R_2V7TkCRpN1o63Fw,2022-12-06,1,508,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,,,10.0,10.0,3,4,Master's,1,Male,3.0,3.0,3.3333,3.0,2.6667,3.0
R_3CNwdo0Xe4SCEgR,2022-12-06,1,495,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,1973,49,6.0,12.0,7,2,Trade/professional cert,1,Male,2.75,2.25,4.0,1.6667,1.3333,2.0
R_2fd0lWEaagYa32L,2022-12-06,1,382,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",3.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1971,51,11.0,29.0,3,4,Master's,2,Female,3.75,4.0,5.0,4.3333,3.3333,2.0
R_2rCTnZBvn8xFVqc,2022-12-06,1,644,5,Digital/Data/Technology,Digital/Data/Technology,"Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1980,42,12.0,12.0,5,,Other,1,Male,4.0,4.0,3.6667,3.3333,3.0,3.0
R_2zAYTp6ax2tRQGU,2022-12-06,1,411,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1986,36,8.0,8.0,2,3,Bachelor's,1,Male,2.0,2.0,3.0,2.3333,2.0,1.0
R_2qdWG7Rcl3vJLsT,2022-12-06,1,375,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire",3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,1986,36,10.0,12.0,7,2,Trade/professional cert,1,Male,3.25,3.5,3.3333,2.6667,3.0,2.0
R_2fdHIDHzdarQgMd,2022-12-06,1,432,5,Digital/Data/Technology,Digital/Data/Technology,"MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1987,35,4.0,4.0,2,3,Bachelor's,2,Female,3.5,5.0,3.6667,3.6667,3.0,4.0
R_2BmrqHafbJKlJNs,2022-12-06,1,440,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint",1.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,,,,0.5,7.0,2,3,Bachelor's,2,Female,3.25,3.75,4.0,3.0,2.3333,1.0
R_1Lpz7zGP8jFDliI,2022-12-06,1,872,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,,1964,58,16.0,16.0,2,3,Bachelor's,1,Male,3.75,3.75,4.0,3.0,3.3333,2.0
